startup_name,founded_year,country,industry,funding_stage,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,success_score,acquired,ipo,customers_millions,tech_stack,social_media_followers,cluster,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer
Startup_4409,2001-01-01,Germany,E-commerce,Seed,488.0,3771.0,426.0,34.58,3.0,Yes,No,57.0,"C++, ML",157945.0,2,0.1129374337221633,0.12937433722163308,9.167550371155885,7.344827586206897,8.413793103448276,596.2068965517242,1.1428571428571428,80.98360655737704,0.8711656441717791,2723.189655172414
Startup_4410,2004-01-01,UK,AI,Series C,109.0,4359.0,496.0,14.1,6.0,No,No,2.0,"Node.js, React",4467631.0,1,0.11376146788990826,0.025,3.2339449541284404,165.33333333333334,36.333333333333336,4700.0,0.2193158953722334,28.37022132796781,4.509090909090909,1489210.3333333333
Startup_4411,2022-01-01,USA,Logistics,Series B,258.0,610.0,259.0,43.02,6.0,No,No,92.0,"Python, AI",1849907.0,3,0.4238952536824877,0.42225859247135844,70.40916530278233,2.78494623655914,2.774193548387097,462.5806451612903,0.9923076923076923,165.46153846153845,1.0,19891.47311827957
Startup_4412,2021-01-01,Germany,Energy,IPO,380.0,3350.0,729.0,16.19,6.0,Yes,No,20.0,"PHP, Laravel",3781911.0,1,0.21754700089525514,0.11339898537749925,4.831393613846614,34.714285714285715,18.095238095238095,770.9523809523811,0.5205479452054794,22.178082191780824,1.9133858267716535,180091.0
Startup_4413,2018-01-01,USA,EdTech,Series B,108.0,4155.0,758.0,33.15,3.0,No,No,75.0,"Java, Spring",2225342.0,1,0.1823869104908566,0.02598652550529355,7.976419634263715,9.973684210526315,1.4210526315789473,436.1842105263158,0.1422924901185771,43.67588932806324,6.954128440366972,29280.815789473683
Startup_4414,2003-01-01,Germany,Logistics,Series C,230.0,4454.0,387.0,24.64,8.0,Yes,No,66.0,"C++, ML",3078392.0,1,0.08686868686868687,0.051627384960718295,5.530864197530864,5.776119402985074,3.4328358208955225,367.76119402985074,0.5927835051546392,63.50515463917526,1.6753246753246753,45946.149253731346
Startup_4415,2004-01-01,India,FinTech,Seed,85.0,1820.0,162.0,18.91,5.0,No,Yes,25.0,"Java, Spring",2539157.0,3,0.08896210873146623,0.046677649643053265,10.384404173531028,6.230769230769231,3.269230769230769,727.3076923076923,0.5214723926380368,116.0122699386503,1.8837209302325582,97659.88461538461
Startup_4416,2008-01-01,Japan,Healthcare,Series C,349.0,722.0,767.0,17.8,3.0,Yes,Yes,45.0,"Java, Spring",4839507.0,0,1.0608575380359613,0.4827109266943292,24.619640387275243,16.67391304347826,7.586956521739131,386.95652173913044,0.4544270833333333,23.177083333333332,2.1914285714285713,105206.67391304347
Startup_4417,2010-01-01,UK,FoodTech,Series C,253.0,3378.0,809.0,48.91,6.0,No,No,57.0,"Node.js, React",1198929.0,1,0.2394199467298017,0.0748742231429417,14.47469665581533,13.948275862068966,4.362068965517241,843.2758620689655,0.31234567901234567,60.382716049382715,3.1850393700787403,20671.189655172413
Startup_4418,2005-01-01,UK,AI,IPO,393.0,2091.0,549.0,6.98,5.0,No,No,84.0,"Node.js, React",3557813.0,0,0.2624282982791587,0.1878585086042065,3.3365200764818357,6.458823529411765,4.623529411764705,82.11764705882354,0.7145454545454546,12.690909090909091,1.3934010152284264,41856.623529411765
Startup_4419,2016-01-01,Canada,AI,Series A,289.0,4971.0,160.0,45.8,4.0,No,No,34.0,"C++, ML",1907340.0,2,0.032180209171359615,0.0581255028157683,9.21158487530169,4.571428571428571,8.257142857142858,1308.5714285714287,1.795031055900621,284.472049689441,0.5517241379310345,54495.42857142857
Startup_4420,2009-01-01,Japan,FinTech,Series B,116.0,4772.0,794.0,42.92,3.0,Yes,Yes,32.0,"Java, Spring",3907410.0,1,0.16635239891053843,0.024303373140582445,8.992248062015504,24.060606060606062,3.515151515151515,1300.6060606060605,0.1459119496855346,53.9874213836478,6.786324786324786,118406.36363636363
Startup_4421,2017-01-01,China,Healthcare,IPO,407.0,927.0,977.0,26.39,6.0,No,No,94.0,"Java, Spring",4873105.0,0,1.052801724137931,0.4385775862068966,28.4375,10.284210526315789,4.28421052631579,277.7894736842105,0.4161554192229039,26.983640081799592,2.394607843137255,51295.84210526316
Startup_4422,2007-01-01,USA,AI,Series C,371.0,2150.0,690.0,41.3,6.0,Yes,No,33.0,"PHP, Laravel",1861042.0,1,0.3207810320781032,0.1724779172477917,19.200371920037192,20.294117647058822,10.911764705882353,1214.7058823529412,0.5369030390738061,59.7684515195369,1.8548387096774193,54736.529411764706
Startup_4423,2004-01-01,UK,E-commerce,Series C,6.0,3848.0,322.0,49.81,6.0,No,Yes,75.0,"Node.js, React",3145150.0,2,0.08365809301117173,0.001558846453624318,12.941023642504547,4.2368421052631575,0.07894736842105263,655.3947368421053,0.018575851393188854,154.21052631578948,46.0,41383.55263157895
Startup_4424,2010-01-01,Canada,Energy,IPO,481.0,465.0,537.0,27.47,4.0,No,No,91.0,"Java, Spring",1773025.0,0,1.1523605150214593,1.0321888412017168,58.94849785407725,5.836956521739131,5.228260869565218,298.5869565217391,0.8940520446096655,51.059479553903344,1.1141078838174274,19272.010869565216
Startup_4425,2019-01-01,China,Gaming,Seed,300.0,3623.0,970.0,10.54,6.0,No,No,68.0,"Java, Spring",2921710.0,1,0.26766004415011035,0.08278145695364239,2.9083885209713025,14.057971014492754,4.3478260869565215,152.7536231884058,0.30895983522142123,10.854788877445932,3.222591362126246,42343.6231884058
Startup_4426,2019-01-01,UK,FinTech,Seed,35.0,2830.0,824.0,3.26,7.0,No,No,68.0,"Node.js, React",2350726.0,1,0.2910632285411515,0.012363122571529495,1.1515365595196043,11.942028985507246,0.5072463768115942,47.2463768115942,0.04242424242424243,3.9515151515151516,22.88888888888889,34068.49275362319
Startup_4427,2001-01-01,France,Tech,Series B,348.0,4103.0,138.0,46.59,8.0,Yes,Yes,9.0,"Java, Spring",1653647.0,1,0.033625730994152045,0.0847953216374269,11.352339181286549,13.8,34.8,4659.0,2.5035971223021583,335.1798561151079,0.3954154727793696,165364.7
Startup_4428,2016-01-01,France,Tech,IPO,283.0,2283.0,493.0,14.2,9.0,No,No,20.0,"PHP, Laravel",4961456.0,3,0.2158493870402802,0.12390542907180385,6.217162872154115,23.476190476190474,13.476190476190476,676.1904761904761,0.5728744939271255,28.74493927125506,1.7359154929577465,236259.80952380953
Startup_4429,2004-01-01,China,AI,Series C,194.0,4111.0,378.0,6.24,7.0,No,No,2.0,"PHP, Laravel",4898548.0,1,0.09192607003891051,0.04717898832684825,1.517509727626459,126.0,64.66666666666667,2080.0,0.5118733509234829,16.464379947229553,1.9384615384615385,1632849.3333333333
Startup_4430,2006-01-01,USA,E-commerce,IPO,433.0,4478.0,638.0,47.34,2.0,No,No,34.0,"Node.js, React",592364.0,2,0.14244250948872517,0.09667336459031034,10.569323509711989,18.228571428571428,12.371428571428572,1352.5714285714287,0.6776212832550861,74.08450704225352,1.4700460829493087,16924.685714285715
Startup_4431,2005-01-01,Canada,FinTech,IPO,241.0,265.0,733.0,47.9,6.0,Yes,Yes,79.0,"PHP, Laravel",198353.0,0,2.755639097744361,0.9060150375939849,180.0751879699248,9.1625,3.0125,598.75,0.32833787465940056,65.25885558583106,3.0289256198347108,2479.4125
Startup_4432,2007-01-01,Brazil,Gaming,Series C,496.0,4772.0,522.0,43.38,8.0,Yes,Yes,21.0,"Python, AI",1075888.0,1,0.10936517913262099,0.10391787135973182,9.088623507228158,23.727272727272727,22.545454545454547,1971.8181818181818,0.9483747609942639,82.94455066921606,1.0503018108651911,48904.0
Startup_4433,2009-01-01,UK,Energy,Seed,393.0,4472.0,1.0,44.27,4.0,No,No,61.0,"PHP, Laravel",118650.0,2,0.000223563603845294,0.08786049631120053,9.897160742231165,0.016129032258064516,6.338709677419355,714.0322580645161,196.5,22135.0,0.0025380710659898475,1913.7096774193549
Startup_4434,2009-01-01,Australia,FinTech,Seed,51.0,4154.0,82.0,12.52,5.0,Yes,Yes,98.0,"Python, AI",3011746.0,2,0.019735258724428398,0.01227436823104693,3.01323706377858,0.8282828282828283,0.5151515151515151,126.46464646464646,0.6144578313253012,150.84337349397592,1.5769230769230769,30421.676767676767
Startup_4435,2005-01-01,UK,Logistics,Series A,176.0,1273.0,991.0,14.33,8.0,Yes,Yes,84.0,"Java, Spring",2326466.0,0,0.7778649921507065,0.13814756671899528,11.248037676609105,11.658823529411764,2.070588235294118,168.58823529411765,0.1774193548387097,14.445564516129032,5.598870056497175,27370.188235294117
Startup_4436,2003-01-01,China,Energy,Series A,145.0,1890.0,527.0,35.57,7.0,Yes,Yes,96.0,"Java, Spring",4842364.0,3,0.2786885245901639,0.07667900581702802,18.810153358011632,5.43298969072165,1.4948453608247423,366.70103092783506,0.2746212121212121,67.36742424242425,3.6095890410958904,49921.278350515466
Startup_4437,2008-01-01,France,Energy,Series C,275.0,3864.0,490.0,38.52,2.0,No,Yes,60.0,"Node.js, React",4209289.0,2,0.12677878395860284,0.07115135834411385,9.966364812419146,8.032786885245901,4.508196721311475,631.4754098360655,0.560081466395112,78.4521384928717,1.7753623188405796,69004.73770491804
Startup_4438,2000-01-01,Japan,E-commerce,Seed,410.0,4604.0,936.0,10.23,8.0,No,Yes,32.0,"Node.js, React",385785.0,1,0.20325732899022803,0.08903365906623235,2.221498371335505,28.363636363636363,12.424242424242424,310.0,0.4375667022411953,10.917822838847385,2.2773722627737225,11690.454545454546
Startup_4439,2001-01-01,France,FinTech,Series A,263.0,1613.0,326.0,4.79,8.0,Yes,No,28.0,"Java, Spring",4343118.0,3,0.20198265179677818,0.16294919454770757,2.967781908302354,11.241379310344827,9.068965517241379,165.17241379310346,0.8042813455657493,14.648318042813456,1.2348484848484849,149762.6896551724
Startup_4440,2013-01-01,India,AI,Series B,433.0,1909.0,923.0,20.56,1.0,Yes,Yes,51.0,"Node.js, React",4288212.0,0,0.48324607329842934,0.22670157068062827,10.764397905759163,17.75,8.326923076923077,395.38461538461536,0.4686147186147186,22.251082251082252,2.1267281105990783,82465.61538461539
Startup_4441,2001-01-01,France,Logistics,IPO,418.0,2326.0,864.0,46.32,1.0,Yes,No,74.0,"C++, ML",955672.0,0,0.3712935109583154,0.1796304254404813,19.905457670820798,11.52,5.573333333333333,617.6,0.48323699421965316,53.54913294797688,2.0620525059665873,12742.293333333333
Startup_4442,2004-01-01,Germany,Logistics,IPO,468.0,1700.0,733.0,23.84,2.0,No,Yes,37.0,"Python, AI",576912.0,0,0.43092298647854205,0.2751322751322751,14.015285126396238,19.289473684210527,12.31578947368421,627.3684210526316,0.6376021798365122,32.479564032697546,1.5628997867803838,15181.894736842105
Startup_4443,2012-01-01,Canada,FoodTech,Seed,145.0,4850.0,253.0,32.43,3.0,Yes,No,15.0,"Java, Spring",3271559.0,2,0.05215419501133787,0.029890744176458463,6.6852195423623995,15.8125,9.0625,2026.875,0.5708661417322834,127.67716535433071,1.7328767123287672,204472.4375
Startup_4444,2002-01-01,Japan,EdTech,Seed,382.0,1609.0,712.0,13.5,1.0,No,Yes,53.0,"PHP, Laravel",2451720.0,0,0.4422360248447205,0.2372670807453416,8.385093167701863,13.185185185185185,7.074074074074074,250.0,0.5357643758765779,18.93408134642356,1.8590078328981723,45402.22222222222
Startup_4445,2007-01-01,Japan,Logistics,Series B,366.0,567.0,309.0,35.89,7.0,Yes,No,61.0,"Node.js, React",3236260.0,3,0.5440140845070423,0.6443661971830986,63.186619718309856,4.983870967741935,5.903225806451613,578.8709677419355,1.1806451612903226,115.7741935483871,0.8419618528610354,52197.74193548387
Startup_4446,2010-01-01,Brazil,Energy,Series C,206.0,3113.0,426.0,21.07,3.0,No,No,2.0,"C++, ML",4492974.0,2,0.13680154142581888,0.06615285806037251,6.7662170841361595,142.0,68.66666666666667,7023.333333333333,0.48243559718969553,49.34426229508197,2.0579710144927534,1497658.0
Startup_4447,2011-01-01,France,Healthcare,IPO,446.0,246.0,480.0,36.33,7.0,Yes,No,34.0,"C++, ML",4026175.0,3,1.94331983805668,1.805668016194332,147.085020242915,13.714285714285714,12.742857142857142,1038.0,0.9272349272349273,75.53014553014553,1.0738255033557047,115033.57142857143
Startup_4448,2012-01-01,Canada,Healthcare,Seed,178.0,3522.0,495.0,13.64,8.0,Yes,No,54.0,"Java, Spring",334474.0,1,0.1405052512063582,0.05052512063582174,3.871700255464093,9.0,3.2363636363636363,248.0,0.3588709677419355,27.5,2.7653631284916202,6081.345454545454
Startup_4449,2018-01-01,China,Healthcare,IPO,138.0,2456.0,934.0,8.72,2.0,No,Yes,86.0,"Java, Spring",4888140.0,0,0.38013838013838014,0.05616605616605617,3.549043549043549,10.735632183908047,1.5862068965517242,100.22988505747126,0.14759358288770053,9.32620320855615,6.719424460431655,56185.51724137931
Startup_4450,2001-01-01,USA,AI,Series B,430.0,1185.0,866.0,22.93,5.0,Yes,No,67.0,"Node.js, React",837648.0,0,0.730185497470489,0.3625632377740304,19.33389544688027,12.735294117647058,6.323529411764706,337.20588235294116,0.49596309111880044,26.447520184544405,2.0092807424593966,12318.35294117647
Startup_4451,2017-01-01,India,Tech,Series C,306.0,3060.0,740.0,6.22,6.0,No,No,26.0,"Python, AI",4573282.0,1,0.24175106174452793,0.09996733093760209,2.032015681149951,27.40740740740741,11.333333333333334,230.37037037037038,0.41295546558704455,8.394062078272604,2.41042345276873,169380.8148148148
Startup_4452,2001-01-01,USA,FinTech,Series C,115.0,727.0,247.0,39.83,6.0,Yes,No,27.0,"PHP, Laravel",3573036.0,3,0.3392857142857143,0.15796703296703296,54.71153846153846,8.821428571428571,4.107142857142857,1422.5,0.4637096774193548,160.6048387096774,2.1293103448275863,127608.42857142857
Startup_4453,2000-01-01,Germany,Tech,Series A,80.0,3606.0,170.0,5.95,2.0,No,No,11.0,"PHP, Laravel",460971.0,2,0.04713057942888827,0.022179096201829774,1.6495702800110896,14.166666666666666,6.666666666666667,495.8333333333333,0.4678362573099415,34.7953216374269,2.0987654320987654,38414.25
Startup_4454,2019-01-01,USA,FinTech,Seed,162.0,813.0,119.0,0.83,2.0,Yes,No,46.0,"PHP, Laravel",1679523.0,2,0.14619164619164618,0.19901719901719903,1.0196560196560196,2.5319148936170213,3.4468085106382977,17.659574468085108,1.35,6.916666666666667,0.7300613496932515,35734.53191489362
Startup_4455,2008-01-01,China,FinTech,IPO,85.0,3410.0,534.0,9.94,3.0,No,Yes,21.0,"Python, AI",48412.0,2,0.1565523306948109,0.024919378481383758,2.914101436528877,24.272727272727273,3.8636363636363638,451.8181818181818,0.1588785046728972,18.57943925233645,6.209302325581396,2200.5454545454545
Startup_4456,2012-01-01,China,EdTech,Series A,41.0,3179.0,58.0,8.37,3.0,No,No,19.0,"Java, Spring",1482081.0,2,0.018238993710691823,0.01289308176100629,2.6320754716981134,2.9,2.05,418.5,0.6949152542372882,141.864406779661,1.380952380952381,74104.05
Startup_4457,2016-01-01,France,FoodTech,Series A,424.0,2281.0,211.0,14.01,3.0,Yes,No,6.0,"Java, Spring",1372501.0,2,0.09246275197195443,0.18580192813321647,6.139351446099912,30.142857142857142,60.57142857142857,2001.4285714285713,2.0,66.08490566037736,0.4964705882352941,196071.57142857142
Startup_4458,2010-01-01,Australia,AI,Series A,153.0,4443.0,600.0,19.37,3.0,No,No,92.0,"Node.js, React",676572.0,2,0.135013501350135,0.03442844284428443,4.358685868586859,6.451612903225806,1.6451612903225807,208.27956989247312,0.2545757071547421,32.229617304492514,3.896103896103896,7274.967741935484
Startup_4459,2017-01-01,Canada,Healthcare,Series A,474.0,2898.0,734.0,45.79,7.0,Yes,No,91.0,"Python, AI",1427778.0,1,0.2531907554329079,0.1635046567781994,15.79510175922732,7.978260869565218,5.1521739130434785,497.7173913043478,0.6448979591836734,62.29931972789116,1.545263157894737,15519.326086956522
Startup_4460,2005-01-01,India,E-commerce,Series B,115.0,3453.0,229.0,35.25,5.0,No,No,4.0,"PHP, Laravel",4006642.0,2,0.06629994209612045,0.033294730746960044,10.205558772437753,45.8,23.0,7050.0,0.5,153.2608695652174,1.9741379310344827,801328.4
Startup_4461,2009-01-01,China,E-commerce,Series B,410.0,4052.0,456.0,41.9,8.0,Yes,No,98.0,"Node.js, React",118169.0,1,0.11250925240562547,0.10115963483839131,10.338021218850235,4.606060606060606,4.141414141414141,423.2323232323232,0.8971553610503282,91.68490153172867,1.1094890510948905,1193.6262626262626
Startup_4462,2004-01-01,Brazil,E-commerce,Seed,65.0,2992.0,575.0,27.36,1.0,No,No,36.0,"C++, ML",136423.0,2,0.19211493484797862,0.021717340461075842,9.141329769462079,15.54054054054054,1.7567567567567568,739.4594594594595,0.11284722222222222,47.5,8.712121212121213,3687.108108108108
Startup_4463,2000-01-01,China,Healthcare,IPO,130.0,1493.0,78.0,26.47,9.0,Yes,No,42.0,"PHP, Laravel",1249763.0,3,0.05220883534136546,0.08701472556894244,17.717536813922354,1.813953488372093,3.0232558139534884,615.5813953488372,1.6455696202531647,335.0632911392405,0.5954198473282443,29064.25581395349
Startup_4464,2003-01-01,France,Energy,Series A,7.0,4957.0,531.0,10.61,9.0,Yes,Yes,20.0,"C++, ML",4082257.0,1,0.10709963695038321,0.0014118596208148447,2.1399757966922146,25.285714285714285,0.3333333333333333,505.23809523809524,0.013157894736842105,19.94360902255639,66.375,194393.19047619047
Startup_4465,2006-01-01,Canada,Energy,Series B,340.0,3542.0,158.0,13.34,8.0,Yes,No,10.0,"Java, Spring",4411203.0,3,0.044594976009031895,0.09596387242449901,3.765170759243579,14.363636363636363,30.90909090909091,1212.7272727272727,2.138364779874214,83.8993710691824,0.4633431085043988,401018.45454545453
Startup_4466,2005-01-01,Japan,E-commerce,Series A,108.0,1528.0,819.0,41.87,7.0,No,No,19.0,"Python, AI",1020202.0,1,0.5356442119032047,0.07063440156965337,27.3839110529758,40.95,5.4,2093.5,0.13170731707317074,51.0609756097561,7.513761467889908,51010.1
Startup_4467,2014-01-01,France,Logistics,IPO,164.0,2676.0,849.0,33.26,2.0,No,No,33.0,"C++, ML",1081346.0,0,0.3171460590212925,0.06126260739633919,12.424355621964885,24.970588235294116,4.823529411764706,978.2352941176471,0.19294117647058823,39.129411764705885,5.1454545454545455,31804.29411764706
Startup_4468,2013-01-01,Australia,FinTech,Series B,95.0,963.0,296.0,47.99,4.0,Yes,No,36.0,"Python, AI",606900.0,3,0.3070539419087137,0.09854771784232365,49.78215767634855,8.0,2.5675675675675675,1297.027027027027,0.31986531986531985,161.58249158249157,3.0833333333333335,16402.702702702703
Startup_4469,2011-01-01,France,Healthcare,Series A,481.0,4960.0,203.0,18.91,8.0,Yes,Yes,59.0,"Python, AI",1841550.0,1,0.040919169522273736,0.09695625881878653,3.8117315057448096,3.3833333333333333,8.016666666666667,315.1666666666667,2.357843137254902,92.69607843137256,0.4211618257261411,30692.5
Startup_4470,2007-01-01,Canada,Tech,Series C,289.0,3298.0,106.0,38.1,4.0,Yes,No,19.0,"Java, Spring",3957198.0,2,0.03213094877235526,0.08760230372840255,11.548954228554107,5.3,14.45,1905.0,2.7009345794392523,356.0747663551402,0.36551724137931035,197859.9
Startup_4471,2013-01-01,USA,Gaming,Seed,137.0,3153.0,776.0,15.99,5.0,Yes,Yes,1.0,"Java, Spring",2002241.0,1,0.24603677869372226,0.043436905516804056,5.0697526949904885,388.0,68.5,7995.0,0.17631917631917632,20.57915057915058,5.6231884057971016,1001120.5
Startup_4472,2003-01-01,France,Healthcare,Series C,460.0,3691.0,757.0,40.77,9.0,Yes,No,46.0,"Java, Spring",1823917.0,1,0.20503791982665223,0.12459371614301191,11.042795232936077,16.106382978723403,9.787234042553191,867.4468085106383,0.6068601583113457,53.78627968337731,1.6420824295010845,38806.744680851065
Startup_4473,2000-01-01,Canada,EdTech,IPO,170.0,4322.0,708.0,18.78,9.0,Yes,Yes,89.0,"PHP, Laravel",4902237.0,1,0.16377515614156835,0.039324543141337036,4.344205412907703,7.866666666666666,1.8888888888888888,208.66666666666666,0.2397743300423131,26.488011283497883,4.140350877192983,54469.3
Startup_4474,2002-01-01,France,Tech,Series A,27.0,513.0,513.0,20.24,7.0,Yes,No,11.0,"Java, Spring",2558739.0,3,0.9980544747081712,0.05252918287937743,39.37743190661479,42.75,2.25,1686.6666666666667,0.05252918287937743,39.37743190661479,18.321428571428573,213228.25
Startup_4475,2019-01-01,USA,E-commerce,Seed,117.0,4438.0,478.0,37.35,4.0,No,Yes,58.0,"Node.js, React",4576797.0,2,0.1076819103401667,0.02635728767740482,8.414057220094616,8.101694915254237,1.9830508474576272,633.0508474576271,0.24425887265135698,77.97494780793319,4.0508474576271185,77572.83050847458
Startup_4476,2020-01-01,Australia,Healthcare,Seed,289.0,76.0,79.0,24.49,7.0,Yes,No,30.0,"Java, Spring",3336322.0,3,1.025974025974026,3.7532467532467533,318.05194805194805,2.5483870967741935,9.32258064516129,790.0,3.6125,306.125,0.27241379310344827,107623.29032258065
Startup_4477,2011-01-01,Brazil,FoodTech,IPO,344.0,325.0,754.0,26.77,1.0,Yes,No,84.0,"C++, ML",1210097.0,0,2.312883435582822,1.0552147239263803,82.11656441717791,8.870588235294118,4.047058823529412,314.94117647058823,0.4556291390728477,35.45695364238411,2.1855072463768117,14236.435294117648
Startup_4478,2010-01-01,UK,Logistics,Series B,29.0,4884.0,547.0,37.29,9.0,No,Yes,88.0,"Node.js, React",4873750.0,1,0.11197543500511771,0.00593654042988741,7.633572159672466,6.146067415730337,0.3258426966292135,418.9887640449438,0.05291970802919708,68.04744525547446,18.233333333333334,54761.23595505618
Startup_4479,2001-01-01,Australia,FoodTech,Series A,222.0,664.0,376.0,24.09,2.0,No,No,43.0,"PHP, Laravel",86365.0,0,0.5654135338345865,0.33383458646616543,36.225563909774436,8.545454545454545,5.045454545454546,547.5,0.5888594164456233,63.89920424403183,1.6860986547085202,1962.840909090909
Startup_4480,2010-01-01,UK,EdTech,Series A,478.0,4949.0,438.0,44.55,2.0,No,Yes,96.0,"Node.js, React",2225720.0,2,0.08848484848484849,0.09656565656565656,9.0,4.515463917525773,4.927835051546392,459.2783505154639,1.0888382687927107,101.48063781321184,0.9144050104384134,22945.567010309278
Startup_4481,2018-01-01,Brazil,E-commerce,IPO,198.0,2960.0,166.0,24.17,1.0,Yes,Yes,14.0,"Java, Spring",4816859.0,2,0.05606214116852415,0.0668693009118541,8.162782843633908,11.066666666666666,13.2,1611.3333333333333,1.18562874251497,144.7305389221557,0.8341708542713567,321123.93333333335
Startup_4482,2003-01-01,Australia,Tech,Series B,471.0,4414.0,151.0,16.41,1.0,Yes,Yes,64.0,"Java, Spring",4032529.0,2,0.03420158550396376,0.10668176670441676,3.7168742921857305,2.3230769230769233,7.246153846153846,252.46153846153845,3.098684210526316,107.96052631578948,0.3199152542372881,62038.907692307694
Startup_4483,2021-01-01,USA,Gaming,Series C,412.0,3903.0,323.0,11.05,4.0,Yes,Yes,48.0,"C++, ML",3826461.0,2,0.08273565573770492,0.10553278688524591,2.8304303278688523,6.591836734693878,8.408163265306122,225.51020408163265,1.271604938271605,34.10493827160494,0.7820823244552058,78091.04081632652
Startup_4484,2020-01-01,Canada,E-commerce,Seed,261.0,1342.0,363.0,46.94,7.0,Yes,No,37.0,"Python, AI",349167.0,3,0.2702903946388682,0.19434102755026061,34.95160089352196,9.552631578947368,6.868421052631579,1235.2631578947369,0.717032967032967,128.95604395604394,1.3854961832061068,9188.605263157895
Startup_4485,2003-01-01,Canada,Tech,Series A,86.0,1782.0,595.0,15.93,4.0,Yes,No,29.0,"Java, Spring",4791624.0,0,0.33370723499719573,0.04823331463825014,8.934380257992148,19.833333333333332,2.8666666666666667,531.0,0.14429530201342283,26.72818791946309,6.839080459770115,159720.8
Startup_4486,2022-01-01,Germany,Healthcare,Series B,442.0,758.0,535.0,18.77,4.0,No,No,5.0,"PHP, Laravel",633807.0,0,0.7048748353096179,0.5823451910408433,24.729907773386035,89.16666666666667,73.66666666666667,3128.3333333333335,0.8246268656716418,35.01865671641791,1.2076749435665914,105634.5
Startup_4487,2011-01-01,Canada,Tech,Series C,448.0,3943.0,708.0,28.77,8.0,No,No,45.0,"Python, AI",3280656.0,1,0.1795131845841785,0.11359026369168357,7.294624746450304,15.391304347826088,9.73913043478261,625.4347826086956,0.6318758815232722,40.578279266572636,1.576837416481069,71318.60869565218
Startup_4488,2014-01-01,Germany,EdTech,Seed,236.0,3111.0,896.0,24.3,5.0,Yes,Yes,61.0,"Node.js, React",4868539.0,1,0.2879177377892031,0.07583547557840617,7.808483290488432,14.451612903225806,3.806451612903226,391.93548387096774,0.2630992196209587,27.090301003344482,3.780590717299578,78524.82258064517
Startup_4489,2001-01-01,Canada,Energy,Series C,377.0,2506.0,685.0,48.54,9.0,No,No,62.0,"Node.js, React",3446929.0,1,0.27323494216194655,0.15037893897088153,19.361786996410054,10.873015873015873,5.984126984126984,770.4761904761905,0.5495626822157434,70.75801749271137,1.812169312169312,54713.15873015873
Startup_4490,2016-01-01,India,Energy,Series B,348.0,2330.0,665.0,4.25,6.0,Yes,No,79.0,"Python, AI",4250700.0,0,0.2852852852852853,0.1492921492921493,1.8232518232518233,8.3125,4.35,53.125,0.5225225225225225,6.381381381381382,1.9054441260744985,53133.75
Startup_4491,2018-01-01,Germany,EdTech,Seed,366.0,66.0,880.0,19.28,4.0,No,Yes,76.0,"Java, Spring",1914701.0,0,13.134328358208956,5.462686567164179,287.76119402985074,11.428571428571429,4.753246753246753,250.3896103896104,0.41543700340522133,21.88422247446084,2.3978201634877383,24866.246753246753
Startup_4492,2019-01-01,UK,Healthcare,IPO,338.0,3261.0,711.0,46.5,4.0,Yes,Yes,57.0,"Node.js, React",4492278.0,1,0.21796443899448192,0.10361741263028816,14.255058246474556,12.258620689655173,5.827586206896552,801.7241379310345,0.4747191011235955,65.30898876404494,2.0973451327433628,77453.06896551725
Startup_4493,2015-01-01,Canada,Healthcare,Series B,342.0,1450.0,458.0,18.12,6.0,Yes,Yes,59.0,"Node.js, React",1622708.0,3,0.315644383184011,0.23569951757408683,12.487939352170917,7.633333333333334,5.7,302.0,0.7450980392156863,39.47712418300654,1.3352769679300291,27045.133333333335
Startup_4494,2001-01-01,India,Tech,Series C,272.0,3979.0,720.0,31.85,9.0,No,No,67.0,"Node.js, React",2659177.0,1,0.18090452261306533,0.06834170854271357,8.00251256281407,10.588235294117647,4.0,468.38235294117646,0.37725381414701803,44.1747572815534,2.6373626373626373,39105.544117647056
Startup_4495,2012-01-01,Germany,AI,Series A,3.0,1142.0,406.0,13.18,4.0,No,Yes,9.0,"Node.js, React",703479.0,0,0.3552055993000875,0.0026246719160104987,11.531058617672791,40.6,0.3,1318.0,0.007371007371007371,32.383292383292385,101.5,70347.9
Startup_4496,2017-01-01,China,E-commerce,Series B,35.0,2050.0,671.0,28.98,7.0,Yes,No,54.0,"C++, ML",4045782.0,3,0.3271574841540712,0.017064846416382253,14.129692832764505,12.2,0.6363636363636364,526.9090909090909,0.052083333333333336,43.125,18.63888888888889,73559.67272727273
Startup_4497,2009-01-01,India,EdTech,Seed,150.0,1370.0,84.0,11.3,7.0,No,Yes,28.0,"PHP, Laravel",3113964.0,3,0.061269146608315096,0.10940919037199125,8.242159008023341,2.896551724137931,5.172413793103448,389.6551724137931,1.7647058823529411,132.94117647058823,0.5562913907284768,107378.06896551725
Startup_4498,2022-01-01,Australia,EdTech,Series B,314.0,860.0,355.0,43.15,9.0,Yes,Yes,20.0,"Python, AI",2953263.0,3,0.41231126596980255,0.36469221835075494,50.11614401858304,16.904761904761905,14.952380952380953,2054.7619047619046,0.8820224719101124,121.20786516853933,1.126984126984127,140631.57142857142
